Impulse,Response,Step,Value,Lower_CI,Upper_CI
goal10,goal7,8,9.143094748267866e-09,-7.2117572593949055e-09,2.549794675593064e-08
goal10,goal7,9,-9.007590157302637e-10,-3.0138344060681497e-09,1.2123163746076224e-09
goal10,goal7,10,9.218737662735217e-11,-1.7980823264269885e-10,3.641829858974032e-10
goal13,goal7,0,0.0,0.0,0.0
goal13,goal7,1,0.01572051854947146,-0.023568083280789107,0.05500912037973203
goal13,goal7,2,-0.0018508477293285302,-0.010983028996416273,0.007281333537759212
goal13,goal7,3,0.0002536271549052793,-0.0013636120168835232,0.0018708663266940818
goal13,goal7,4,-2.7560470804458218e-05,-0.00028471466021211586,0.0002295937186031994
goal13,goal7,5,2.753394245986363e-06,-3.5678230041222934e-05,4.1185018533195655e-05
goal13,goal7,6,-2.1123705550360885e-07,-5.745295870403055e-06,5.322821759395838e-06
goal13,goal7,7,7.585255268132121e-09,-7.696581769817243e-07,7.848286875179886e-07
goal13,goal7,8,1.639579338304002e-09,-1.0569886172657916e-07,1.0897802040318717e-07
goal13,goal7,9,-5.384579876501912e-10,-1.5189368084711007e-08,1.4112452109410623e-08
goal13,goal7,10,1.0959096961130091e-10,-1.873787193231642e-09,2.092969132454244e-09
goal16,goal7,0,0.0,0.0,0.0
goal16,goal7,1,0.018460271593544957,-0.018291845160038116,0.05521238834712803
goal16,goal7,2,-0.0006731200699130762,-0.005999886526778813,0.00465364638695266
goal16,goal7,3,9.127290283482035e-05,-0.000765839178353955,0.0009483849840235957
goal16,goal7,4,-3.6835575526916655e-06,-0.0001267743250875717,0.00011940720998218838
goal16,goal7,5,2.2396756298104005e-07,-1.6987299153795118e-05,1.74352342797572e-05
goal16,goal7,6,2.9709096540782394e-08,-2.3016435318444183e-06,2.3610617249259834e-06
goal16,goal7,7,-8.898233103687493e-09,-3.189831675450432e-07,3.011867013376682e-07
goal16,goal7,8,1.8484217799518692e-09,-3.880516192202594e-08,4.250200548192968e-08
goal16,goal7,9,-3.126769257144021e-10,-5.589468534882172e-09,4.964114683453368e-09
goal16,goal7,10,4.870868265811617e-11,-6.310824974501825e-10,7.284998627664149e-10
goal1,goal8,0,0.03417533287447218,0.03417533287447218,0.03417533287447218
goal1,goal8,1,-0.0006323345113561654,-0.014760418074868052,0.01349574905215572
goal1,goal8,2,-0.001588143580456987,-0.003493315472155684,0.00031702831124170994
goal1,goal8,3,0.000198089185122579,-5.8782486147167967e-05,0.000454960856392326
goal1,goal8,4,-3.2290844571152764e-05,-6.801409423300274e-05,3.4324050906972098e-06
goal1,goal8,5,4.354462669506975e-06,-6.63955203165053e-07,9.372880542179003e-06
goal1,goal8,6,-6.045020800453527e-07,-1.3165873956045917e-06,1.0758323551388642e-07
goal1,goal8,7,8.058349816642978e-08,-2.0328323375759858e-08,1.8149531970861942e-07
goal1,goal8,8,-1.0688276183732032e-08,-2.495454325033715e-08,3.5779908828730875e-09
goal1,goal8,9,1.3959556960518552e-09,-6.124721745420097e-10,3.4043835666457203e-09
goal1,goal8,10,-1.8092862146183865e-10,-4.6246979314781406e-10,1.0061255022413672e-10
goal3,goal8,0,0.08553211608604534,0.08553211608604534,0.08553211608604534
goal3,goal8,1,-0.053359636193162606,-0.08848329794777546,-0.018235974438549747
goal3,goal8,2,0.0061305367116290255,-0.0006932429260837593,0.01295431634934181
goal3,goal8,3,-0.0010178319366978585,-0.002175702652484055,0.000140038779088338
goal3,goal8,4,0.00013651859831023444,-4.818894544441905e-05,0.00032122614206488793
goal3,goal8,5,-1.893908522778597e-05,-4.721269332275043e-05,9.334522867178495e-06
goal3,goal8,6,2.505497182751952e-06,-1.7335609536398503e-06,6.744555319143754e-06
goal3,goal8,7,-3.2994775940458506e-07,-9.55190793055809e-07,2.9529527424663885e-07
goal3,goal8,8,4.276549767999745e-08,-4.8292584594683595e-08,1.338235799546785e-07
goal3,goal8,9,-5.507398113746278e-09,-1.8625342372270047e-08,7.610546144777489e-09
goal3,goal8,10,7.042533438465301e-10,-1.1678179272316034e-09,2.5763246149246633e-09
goal4,goal8,0,-0.010539325103180888,-0.010539325103180888,-0.010539325103180888
goal4,goal8,1,-0.0016611392816975876,-0.014647540830415683,0.011325262267020507
goal4,goal8,2,-0.0008330205977200384,-0.0027127536019264675,0.001046712406486391
goal4,goal8,3,7.942493234213544e-05,-0.00018487648884156304,0.0003437263535258339
goal4,goal8,4,-1.5802663364580923e-05,-5.218872569866103e-05,2.058339896949918e-05
goal4,goal8,5,2.2608693934781536e-06,-2.7444564106724084e-06,7.2661951976287155e-06
goal4,goal8,6,-3.421233222407966e-07,-1.0344120138691668e-06,3.501653693875735e-07
goal4,goal8,7,4.832591627650917e-08,-4.744511209683571e-08,1.4409694464985406e-07
goal4,goal8,8,-6.771399588911364e-09,-2.0026008441186242e-08,6.483209263363514e-09
goal4,goal8,9,9.290891839510146e-10,-9.02047322214645e-10,2.7602256901166744e-09
goal4,goal8,10,-1.263596888910977e-10,-3.7881086524346643e-10,1.2609148746127105e-10
goal7,goal8,0,-0.05530696174442657,-0.05530696174442657,-0.05530696174442657
goal7,goal8,1,0.01933740864070244,-0.006691866986800046,0.04536668426820492
goal7,goal8,2,-0.004804344520128225,-0.01019711748214212,0.0005884284418856715
goal7,goal8,3,0.0007851768457904063,-0.00015901242264575405,0.0017293661142265665
goal7,goal8,4,-0.00012188271088218593,-0.000273135935024464,2.9370513260092087e-05
goal7,goal8,5,1.755020824499294e-05,-5.628041684986447e-06,4.072845817497232e-05
goal7,goal8,6,-2.4518576747723655e-06,-5.911928735163942e-06,1.0082133856192117e-06
goal7,goal8,7,3.3310513986701953e-07,-1.7420198825671146e-07,8.404122679907505e-07
goal7,goal8,8,-4.448163106103048e-08,-1.1788572058914976e-07,2.8922458467088794e-08
goal7,goal8,9,5.856916344739578e-09,-4.65116667521261e-09,1.6364999364691767e-08
goal7,goal8,10,-7.633808803648336e-10,-2.2542072135863375e-09,7.274454528566702e-10
goal8,goal8,0,1.1262835826314876,1.1262835826314876,1.1262835826314876
goal8,goal8,1,-0.0811609937183456,-0.11234725175013083,-0.049974735686560384
goal8,goal8,2,0.009910158988180448,0.004534283511935175,0.01528603446442572
goal8,goal8,3,-0.0009297462898525277,-0.0018163144932518958,-4.317808645315968e-05
goal8,goal8,4,9.756820731932891e-05,-3.697906613238833e-05,0.00023211548077104615
goal8,goal8,5,-9.147450871348009e-06,-2.8571262100811027e-05,1.0276360358115011e-05
goal8,goal8,6,8.507691027885985e-07,-1.8760939120653847e-06,3.577632117642582e-06
goal8,goal8,7,-7.080078180405412e-08,-4.4590104612856083e-07,3.042994825204526e-07
goal8,goal8,8,5.075349178494834e-09,-4.5846441057284326e-08,5.5997139414274e-08
goal8,goal8,9,-2.1211968922474136e-10,-7.054033404431328e-09,6.629794025981845e-09
goal8,goal8,10,-1.880448099517903e-11,-9.307527870827264e-10,8.931438250923684e-10
goal10,goal8,0,0.0,0.0,0.0
goal10,goal8,1,0.01797518343654871,0.009582114953226233,0.026368251919871185
goal10,goal8,2,-0.000724681138786632,-0.002286019676623227,0.000836657399049963
goal10,goal8,3,0.00011699328117606653,-0.00012582663978253953,0.00035981320213467256
goal10,goal8,4,-6.800859870965654e-06,-4.184850829786308e-05,2.8246788555931775e-05
goal10,goal8,5,5.62148922734011e-07,-4.29993114390952e-06,5.424228989377543e-06
goal10,goal8,6,-7.639248195120962e-09,-6.692613707816082e-07,6.539828743913663e-07
goal10,goal8,7,-3.209603166929937e-09,-9.220863794803946e-08,8.57894316141796e-08
goal10,goal8,8,8.043751456582777e-10,-1.1070583273187316e-08,1.2679333564503871e-08
goal10,goal8,9,-1.1713782216750823e-10,-1.6922330829733627e-09,1.4579574386383463e-09
goal10,goal8,10,1.4090404405148132e-11,-1.938889683907237e-10,2.2206977720101994e-10
goal13,goal8,0,0.0,0.0,0.0
goal13,goal8,1,-0.03404938002541376,-0.06658181166212043,-0.0015169483887070775
goal13,goal8,2,0.003849558828536015,-0.0027653847709410598,0.010464502428013089
goal13,goal8,3,-0.0005453014986822464,-0.0016674519537197125,0.0005768489563552198
goal13,goal8,4,6.278884723888869e-05,-0.00011188200346860137,0.00023745969794637873
goal13,goal8,5,-7.322055940635289e-06,-3.322747196533329e-05,1.8583360084062714e-05
goal13,goal8,6,7.829660922378105e-07,-2.956244212217942e-06,4.522176396693563e-06
goal13,goal8,7,-7.951506465165294e-08,-6.09407448378893e-07,4.503773190755872e-07
goal13,goal8,8,7.247248769719403e-09,-6.688070461041379e-08,8.13752021498526e-08
goal13,goal8,9,-5.494592539625413e-10,-1.0817327729108162e-08,9.71840922118308e-09
goal13,goal8,10,2.2054551665823222e-11,-1.3891150418830408e-09,1.4332241452146872e-09
goal16,goal8,0,0.0,0.0,0.0
goal16,goal8,1,-0.05035822338703875,-0.08079035052039248,-0.01992609625368502
goal16,goal8,2,0.002765521918732058,-0.0011115416544840114,0.0066425854919481275
goal16,goal8,3,-0.00040387357019411926,-0.0009924170151569254,0.0001846698747686869
goal16,goal8,4,3.1044060929898066e-05,-5.2426521444967645e-05,0.00011451464330476378
goal16,goal8,5,-3.1770900905989127e-06,-1.4812610932256822e-05,8.458430751058995e-06
goal16,goal8,6,2.4070503403568743e-07,-1.3605659355577707e-06,1.8419760036291454e-06
goal16,goal8,7,-1.7530665480887146e-08,-2.3478970587782777e-07,1.9972837491605346e-07
goal16,goal8,8,5.925754943420407e-10,-2.8652222074301226e-08,2.9837373062985305e-08
goal16,goal8,9,8.276745066162247e-11,-3.820227165645508e-09,3.985762066968752e-09
goal16,goal8,10,-2.76278563002724e-11,-5.452382122657065e-10,4.899824996651617e-10
goal1,goal10,0,0.5907722721629838,0.5907722721629838,0.5907722721629838
goal1,goal10,1,0.052061700152611204,-0.000355225937451506,0.10447862624267391
goal1,goal10,2,-0.007923039018278068,-0.014495873991708076,-0.001350204044848059
goal1,goal10,3,0.0007210387825898755,1.6732707852482238e-05,0.001425344857327269
goal1,goal10,4,-4.8407985195484335e-05,-0.00012707598664615688,3.02600162551882e-05
goal1,goal10,5,2.2231949981515283e-06,-7.256392724733585e-06,1.170278272103664e-05
goal1,goal10,6,3.736913558315411e-09,-1.1769232544320581e-06,1.184397081548689e-06
goal1,goal10,7,-1.6954628154985052e-08,-1.6724670265401936e-07,1.3333744634404927e-07
goal1,goal10,8,2.900338632043703e-09,-1.6661804733630473e-08,2.2462481997717882e-08
goal1,goal10,9,-3.925510938708867e-10,-2.9776628283904763e-09,2.192560640648703e-09
goal1,goal10,10,5.103493915449553e-11,-2.9213947282925977e-10,3.9420935113825085e-10
goal3,goal10,0,0.022637984973453266,0.022637984973453266,0.022637984973453266
goal3,goal10,1,0.015165339481341161,-0.11514776164999585,0.14547844061267817
goal3,goal10,2,-0.0010898104055107282,-0.025827057392118,0.02364743658109654
goal3,goal10,3,9.520989643289755e-05,-0.0035587268061641588,0.003749146599029954
goal3,goal10,4,-1.1175769167146434e-05,-0.0005073859632612713,0.00048503442492697844
goal3,goal10,5,2.1101302635797827e-06,-6.327663674798715e-05,6.749689727514671e-05
goal3,goal10,6,-3.8722357782697775e-07,-9.031490657599598e-06,8.257043501945643e-06
goal3,goal10,7,6.558204357857611e-08,-1.0808966496271304e-06,1.2120607367842825e-06
goal3,goal10,8,-1.0206772975389192e-08,-1.6228402991992143e-07,1.4187048396914303e-07
goal3,goal10,9,1.5004087712456431e-09,-1.861135934718375e-08,2.1612176889675033e-08
goal3,goal10,10,-2.1187286913459558e-10,-2.8607597057565338e-09,2.4370139674873427e-09
goal4,goal10,0,-0.13103341471651458,-0.13103341471651458,-0.13103341471651458
goal4,goal10,1,-0.052239425762707896,-0.10042057128714911,-0.004058280238266682
goal4,goal10,2,0.009803505227243752,0.0032165805597810845,0.016390429894706418
goal4,goal10,3,-0.0010328654722582104,-0.0017750386702089747,-0.00029069227430744617
goal4,goal10,4,8.52059618822428e-05,4.984793628935456e-06,0.00016542713013555012
goal4,goal10,5,-5.930886476671701e-06,-1.5096948817569712e-05,3.2351758642263082e-06
goal4,goal10,6,3.797977829225263e-07,-7.111614669800594e-07,1.4707570328251121e-06
goal4,goal10,7,-2.6491494218830708e-08,-1.6043014760265665e-07,1.0744715916499523e-07
goal4,goal10,8,2.611276992347404e-09,-1.4283266169513284e-08,1.950582015420809e-08
goal4,goal10,9,-3.5199129634689397e-10,-2.525838404053832e-09,1.821855811360044e-09
goal4,goal10,10,5.158623692589428e-11,-2.310630143488861e-10,3.3423548820067464e-10
goal7,goal10,0,0.008186775572015772,0.008186775572015772,0.008186775572015772
goal7,goal10,1,0.027315570782469482,-0.06925624029234545,0.12388738185728443
goal7,goal10,2,-0.004730857856440646,-0.024452258238973273,0.014990542526091982
goal7,goal10,3,0.0006052172588089744,-0.0023801134460307545,0.003590547963648703
goal7,goal10,4,-6.337619594194463e-05,-0.00046850360077633796,0.00034175120889244864
goal7,goal10,5,5.596577372981534e-06,-4.734484665192761e-05,5.853800139789068e-05
goal7,goal10,6,-3.8399208020017725e-07,-7.25959804406436e-06,6.491613883664006e-06
goal7,goal10,7,1.1282995446391388e-08,-8.848781551890275e-07,9.074441460818103e-07
goal7,goal10,8,2.5963185458934903e-09,-1.1464304060595084e-07,1.1983567769773781e-07
goal7,goal10,9,-7.499593315214531e-10,-1.6105871181664116e-08,1.460595251862121e-08
goal7,goal10,10,1.389495717589813e-10,-1.8703389051358458e-09,2.148238048653808e-09
goal8,goal10,0,0.12172999866302026,0.12172999866302026,0.12172999866302026
goal8,goal10,1,0.0367430274523362,-0.07896182203620744,0.15244787694087983
goal8,goal10,2,-0.005853520303234841,-0.025095775246144238,0.013388734639674556
goal8,goal10,3,0.0007208261260724312,-0.0020254100211752695,0.0034670622733201316
goal8,goal10,4,-8.546577518512739e-05,-0.00042873805120463506,0.00025780650083438033
goal8,goal10,5,9.626957760516152e-06,-3.0211054846902864e-05,4.946497036793517e-05
goal8,goal10,6,-1.061615559915433e-06,-5.511140441718324e-06,3.387909321887458e-06
goal8,goal10,7,1.1449659195924564e-07,-3.732672880752722e-07,6.022604719937634e-07
goal8,goal10,8,-1.2176573351791936e-08,-6.54334518229428e-08,4.108030511935893e-08
goal8,goal10,9,1.2742020497466849e-09,-4.5633990902396335e-09,7.111803189733004e-09
goal8,goal10,10,-1.309481636491249e-10,-7.787946231943263e-10,5.168982958960766e-10
goal10,goal10,0,4.152102238106017,4.152102238106017,4.152102238106017
goal10,goal10,1,-0.36229765492041355,-0.39343697034004793,-0.33115833950077916
goal10,goal10,2,0.02438418552225901,0.018740333804965998,0.03002803723955202
goal10,goal10,3,-0.0012119580974528485,-0.0019668666718831874,-0.0004570495230225096
goal10,goal10,4,2.680889997028451e-05,-6.344422869541178e-05,0.0001170620286359808
goal10,goal10,5,2.5611541217720604e-06,-7.720437521197051e-06,1.284274576474117e-05
goal10,goal10,6,-4.15215016334707e-07,-1.556870509125913e-06,7.264404764564992e-07
goal10,goal10,7,3.2553368322307675e-08,-9.125089437887449e-08,1.5635763102348985e-07
goal10,goal10,8,-1.2088966863829472e-09,-1.4276387769745007e-08,1.1858594396979112e-08
goal10,goal10,9,-1.000585858282006e-10,-1.4584918196941928e-09,1.2583746480377918e-09
goal10,goal10,10,2.7967679387798543e-11,-1.143968087131822e-10,1.703321674887793e-10
goal13,goal10,0,0.0,0.0,0.0
goal13,goal10,1,-0.02420227847485289,-0.14490159745647063,0.09649704050676486
goal13,goal10,2,0.0034803958147895655,-0.02065744427630989,0.02761823590588902
goal13,goal10,3,-0.00046808155636384727,-0.003991934001419593,0.0030557708886918985
goal13,goal10,4,6.066795076182645e-05,-0.00039438991619087423,0.0005157258177145271
goal13,goal10,5,-7.182151758292746e-06,-6.26183050088486e-05,4.825400149226311e-05
goal13,goal10,6,7.988929233242816e-07,-5.82981969427009e-06,7.427605540918653e-06
goal13,goal10,7,-8.501534184466381e-08,-8.767065943038883e-07,7.066759106145607e-07
goal13,goal10,8,8.912700547876298e-09,-8.621740432224942e-08,1.04042805418002e-07
goal13,goal10,9,-9.425953383801206e-10,-1.2469072058113248e-08,1.0583881381353007e-08
goal13,goal10,10,1.0284137072095799e-10,-1.3068979414004544e-09,1.5125806828423703e-09
goal16,goal10,0,0.0,0.0,0.0
goal16,goal10,1,0.0037029197129001025,-0.10920401147429609,0.11660985090009629
goal16,goal10,2,-0.0018756660017208958,-0.014980764308122974,0.011229432304681182
goal16,goal10,3,0.000358759057232023,-0.0012986377502547343,0.00201615586471878
goal16,goal10,4,-4.4102160879371943e-05,-0.00022730339454119216,0.00013909907278244829
goal16,goal10,5,4.876931097846425e-06,-1.490879332650193e-05,2.4662655522194782e-05
goal16,goal10,6,-4.953974717106172e-07,-2.6028685776114713e-06,1.6120736341902369e-06
goal16,goal10,7,4.953783403464944e-08,-1.766688915738176e-07,2.7574455964311646e-07
goal16,goal10,8,-4.910991201431336e-09,-2.944387923582517e-08,1.9621896832962494e-08
goal16,goal10,9,4.899074962742275e-10,-2.207278002040692e-09,3.187092994589147e-09
goal16,goal10,10,-4.8655136946988897e-11,-3.499395201434054e-10,2.5262924624942766e-10
goal1,goal13,0,-0.10018730553559398,-0.10018730553559398,-0.10018730553559398
goal1,goal13,1,-0.00806530322077888,-0.02179024576238135,0.0056596393208235875
goal1,goal13,2,0.0011831513635729388,-0.0007730684161108348,0.0031393711432567122
goal1,goal13,3,-0.0001407995904796442,-0.0004054481584819193,0.00012384897752263093
goal1,goal13,4,1.7006784667980046e-05,-1.8920762689112327e-05,5.293433202507242e-05
goal1,goal13,5,-2.2799923062367855e-06,-7.254805744813242e-06,2.6948211323396712e-06
goal1,goal13,6,3.2205229530091503e-07,-3.738275384030822e-07,1.0179321290049124e-06
goal1,goal13,7,-4.6250529527685526e-08,-1.4412736596580222e-07,5.162630691043117e-08
goal1,goal13,8,6.573702660569907e-09,-7.2027773798624876e-09,2.0350182701002302e-08
goal1,goal13,9,-9.189180421280979e-10,-2.854971244176993e-09,1.0171351599207975e-09
goal1,goal13,10,1.2630933367034362e-10,-1.449688903100239e-10,3.9758755765071117e-10
goal3,goal13,0,-0.02803955739561586,-0.02803955739561586,-0.02803955739561586
goal3,goal13,1,0.006875793367695087,-0.027245624251731215,0.04099721098712139
goal3,goal13,2,-0.0020693818385343044,-0.009118424040750646,0.004979660363682036
goal3,goal13,3,0.00038653006959430753,-0.0008220750650119542,0.0015951352042005691
goal3,goal13,4,-6.385863113549034e-05,-0.00025559960686352484,0.00012788234459254418
goal3,goal13,5,9.714784692279674e-06,-1.937979768357463e-05,3.880936706813397e-05
goal3,goal13,6,-1.4188618846094744e-06,-5.732514279632857e-06,2.894790510413908e-06
goal3,goal13,7,2.0119818128114833e-07,-4.28039661536326e-07,8.304360240986227e-07
goal3,goal13,8,-2.796984385673951e-08,-1.186995467606075e-07,6.275985904712847e-08
goal3,goal13,9,3.828567897142081e-09,-9.131932895502242e-09,1.6789068689786403e-08
goal3,goal13,10,-5.178255836273323e-10,-2.3548392729083116e-09,1.3191881056536472e-09
goal4,goal13,0,-0.01909214543948761,-0.01909214543948761,-0.01909214543948761
goal4,goal13,1,-0.008608148315175573,-0.02122398642776016,0.004007689797409016
goal4,goal13,2,0.0013829378305854892,-0.0005643522427713629,0.003330227903942341
goal4,goal13,3,-0.00022559050649706124,-0.0004988535727650146,4.7672559770892115e-05
goal4,goal13,4,3.3672174610716035e-05,-3.0548373693805697e-06,7.039918659081264e-05
goal4,goal13,5,-4.702827318497159e-06,-9.65087004012303e-06,2.452154031287116e-07
goal4,goal13,6,6.23657017844773e-07,-4.498191185779304e-08,1.2922959475473388e-06
goal4,goal13,7,-8.060480895014548e-08,-1.7171665517895582e-07,1.0507037278664884e-08
goal4,goal13,8,1.0301820155218118e-08,-2.1907937397286245e-09,2.2794434050164863e-08
goal4,goal13,9,-1.314896292040757e-09,-3.0348073475087613e-09,4.0501476342724723e-10
goal4,goal13,10,1.6825181536309722e-10,-6.890330947636433e-11,4.0540694020255876e-10
goal7,goal13,0,0.232027056903937,0.232027056903937,0.232027056903937
goal7,goal13,1,-0.035526647973065185,-0.060813185300014685,-0.010240110646115685
goal7,goal13,2,0.004861551990309359,-0.0007746486750171032,0.010497752655635822
goal7,goal13,3,-0.0006625727014327883,-0.0016496760033711114,0.0003245306005055348
goal7,goal13,4,9.004802851265132e-05,-6.73392000297471e-05,0.0002474352570550497
goal7,goal13,5,-1.2278499429693622e-05,-3.6174640179678206e-05,1.1617641320290961e-05
goal7,goal13,6,1.6752665878057747e-06,-1.84973046862925e-06,5.2002636442407994e-06
goal7,goal13,7,-2.2836685609786042e-07,-7.388926510823721e-07,2.8215893888665126e-07
goal7,goal13,8,3.1027590388013306e-08,-4.200008775373556e-08,1.0405526852976218e-07
goal7,goal13,9,-4.196019802029807e-09,-1.4548508381575476e-08,6.156468777515862e-09
goal7,goal13,10,5.643627000005279e-10,-8.929207372361435e-10,2.021646137237199e-09
goal8,goal13,0,-0.03246304471745905,-0.03246304471745905,-0.03246304471745905
goal8,goal13,1,-0.0029361671859388073,-0.03323253382686793,0.027360199454990314
goal8,goal13,2,6.107720254896981e-05,-0.005471536001505938,0.0055936904066038766
goal8,goal13,3,5.014493955384281e-05,-0.0008746482668890197,0.0009749381459967053
goal8,goal13,4,-1.0494210337599978e-05,-0.00014955364448313117,0.0001285652238079312
goal8,goal13,5,1.6335355410358877e-06,-1.8174664739541267e-05,2.1441735821613042e-05
goal8,goal13,6,-2.1370241222354767e-07,-2.93423106334808e-06,2.5068262389009847e-06
goal8,goal13,7,2.5217477373584523e-08,-3.398137671196651e-07,3.9024872186683415e-07
goal8,goal13,8,-2.676545793367796e-09,-5.09264684767869e-08,4.557337689005131e-08
goal8,goal13,9,2.492651303142683e-10,-6.07097339452902e-09,6.569503655157556e-09
goal8,goal13,10,-1.8099086772413517e-11,-8.41936197925023e-10,8.057380243801961e-10
goal10,goal13,0,0.006874682352350452,0.006874682352350452,0.006874682352350452
goal10,goal13,1,-0.020259295150998793,-0.02841286970790785,-0.012105720594089738
goal10,goal13,2,0.004058270780949234,0.002440574101043911,0.005675967460854557
goal10,goal13,3,-0.0005751735781479378,-0.0008273201210382258,-0.00032302703525764986
goal10,goal13,4,7.108350775018173e-05,3.518216227600229e-05,0.00010698485322436116
goal10,goal13,5,-8.102894687030555e-06,-1.2976481655892117e-05,-3.2293077181689932e-06
goal10,goal13,6,8.921546468894525e-07,2.469365763112067e-07,1.5373727174676983e-06
goal10,goal13,7,-9.716336117678765e-08,-1.8146827098075872e-07,-1.2858451372816605e-08
goal10,goal13,8,1.0655191997034673e-08,-2.887751375553229e-10,2.159915913162467e-08
goal10,goal13,9,-1.1852852403637885e-09,-2.6038369872641316e-09,2.3326650653655437e-10
goal10,goal13,10,1.340713940728933e-10,-5.0082932400226876e-11,3.1822572054601345e-10
goal13,goal13,0,1.0686563034716363,1.0686563034716363,1.0686563034716363
goal13,goal13,1,-0.10878702104445195,-0.14039114859262025,-0.07718289349628367
goal13,goal13,2,0.011948359481341403,0.005052204341516386,0.01884451462116642
goal13,goal13,3,-0.0013408511674642212,-0.0025136355249055055,-0.00016806681002293667
goal13,goal13,4,0.00015146810077368075,-2.996889237821647e-05,0.00033290509392557797
goal13,goal13,5,-1.731065367599156e-05,-4.3894883541639744e-05,9.273576189656626e-06
goal13,goal13,6,1.9984343854701146e-06,-1.7769773776356776e-06,5.773846148575907e-06
goal13,goal13,7,-2.3334624818870338e-07,-7.588888607076996e-07,2.9219636433029285e-07
goal13,goal13,8,2.7551465087812894e-08,-4.469218063137466e-08,9.979511080700045e-08
goal13,goal13,9,-3.291333154306461e-09,-1.3144555550397132e-08,6.561889241784211e-09
goal13,goal13,10,3.978692805371793e-10,-9.396411000154325e-10,1.735379661089791e-09
goal16,goal13,0,0.0,0.0,0.0
goal16,goal13,1,0.005867206365397393,-0.023696548297177437,0.03543096102797222
goal16,goal13,2,-0.000958980679225172,-0.004841767473850374,0.0029238061154000304
goal16,goal13,3,0.00011237510407057974,-0.0004975894890541202,0.0007223396971952796
goal16,goal13,4,-1.4457869926871633e-05,-9.934023166449977e-05,7.042449181075651e-05
goal16,goal13,5,1.7281208445600646e-06,-9.96159726175472e-06,1.341783895087485e-05
goal16,goal13,6,-2.0250747609832873e-07,-1.7660356609179164e-06,1.361020708721259e-06
goal16,goal13,7,2.240592038112597e-08,-1.8449900246361922e-07,2.2931084322587115e-07
goal16,goal13,8,-2.3604244163765645e-09,-2.9481655025042934e-08,2.4760806192289807e-08
goal16,goal13,9,2.3191346206926976e-10,-3.3087340585606126e-09,3.772560982699152e-09
goal16,goal13,10,-2.066864432880406e-11,-4.818661022072875e-10,4.405288135496794e-10
goal1,goal16,0,-0.009681406129141772,-0.009681406129141772,-0.009681406129141772
goal1,goal16,1,0.026173590211278693,0.011766043546186844,0.04058113687637054
goal1,goal16,2,-0.0012303067218907985,-0.0029719549893145944,0.0005113415455329977
goal1,goal16,3,0.0002229925574595773,1.8642653270902897e-07,0.0004457986883864456
goal1,goal16,4,-1.9557897857255808e-05,-5.016976575564676e-05,1.1053970041135146e-05
goal1,goal16,5,2.8466412255964145e-06,-1.4633608432299997e-06,7.156643294422829e-06
goal1,goal16,6,-3.8562639898472763e-07,-9.886342630807767e-07,2.173814651113215e-07
goal1,goal16,7,5.7544382319647005e-08,-2.739073050993903e-08,1.4247949514923303e-07
goal1,goal16,8,-8.22398126987789e-09,-2.01796583154223e-08,3.731695775666521e-09
goal1,goal16,9,1.1551242361357816e-09,-5.285615738615345e-10,2.8388100461330978e-09
goal1,goal16,10,-1.5738798401193778e-10,-3.9397748549679473e-10,7.92015174729192e-11
goal3,goal16,0,0.0042079596347358705,0.0042079596347358705,0.0042079596347358705
goal3,goal16,1,0.036565111818246475,0.0007466801460674077,0.07238354349042554
goal3,goal16,2,0.002006620467842601,-0.004071146434225837,0.00808438736991104
goal3,goal16,3,-0.0003148343822044572,-0.0013020665719426874,0.0006723978075337728
goal3,goal16,4,7.919613588803344e-05,-7.573867176896851e-05,0.00023413094354503538
goal3,goal16,5,-1.2086719526832793e-05,-3.572489270051282e-05,1.1551453646847236e-05
goal3,goal16,6,1.8420881007607624e-06,-1.6903049702827338e-06,5.374481171804259e-06
goal3,goal16,7,-2.5893298523032587e-07,-7.787838272491032e-07,2.6091785678845155e-07
goal3,goal16,8,3.5718505638464446e-08,-3.9894398401160985e-08,1.1133140967808988e-07
goal3,goal16,9,-4.800274728477292e-09,-1.5696280742657167e-08,6.095731285702581e-09
goal3,goal16,10,6.365477023049686e-10,-9.213563770716095e-10,2.1944517816815466e-09
goal4,goal16,0,-0.01075080570422303,-0.01075080570422303,-0.01075080570422303
goal4,goal16,1,-0.005704021097643149,-0.018947302501215773,0.007539260305929475
goal4,goal16,2,0.002485068737936269,0.0008123117418807949,0.004157825733991743
goal4,goal16,3,-9.868047849496523e-05,-0.00032584119510520174,0.0001284802381152713
goal4,goal16,4,2.1412267881657602e-06,-2.8903170718912793e-05,3.318562429524431e-05
goal4,goal16,5,1.4536970808948595e-06,-2.8457081578389984e-06,5.7531023196287175e-06
goal4,goal16,6,-2.793827707337087e-07,-8.692476192134881e-07,3.1048207774607067e-07
goal4,goal16,7,4.451666857157128e-08,-3.6821236255335466e-08,1.2585457339847802e-07
goal4,goal16,8,-6.237471227069121e-09,-1.7458851385976023e-08,4.983908931837781e-09
goal4,goal16,9,8.563298206451523e-10,-6.959603134529122e-10,2.408619954743217e-09
goal4,goal16,10,-1.1586826349729622e-10,-3.305638247675565e-10,9.882729777296403e-11
goal7,goal16,0,0.004561103564564742,0.004561103564564742,0.004561103564564742
goal7,goal16,1,0.025928406751381042,-0.0006157456508829144,0.052472559153645
goal7,goal16,2,-0.003953289793194838,-0.008586936681909121,0.0006803570955194443
