Group,Impulse,Response,Step,Value
HIC,goal7,goal13,1,-0.012613235232664138
HIC,goal7,goal13,2,0.0008875924866259275
HIC,goal7,goal13,3,0.0006022506051101485
HIC,goal7,goal13,4,-0.0004003416728469286
HIC,goal7,goal13,5,0.00013577578534223087
HIC,goal7,goal13,6,-3.236246239124605e-05
HIC,goal7,goal13,7,8.280592946405941e-06
HIC,goal7,goal13,8,-1.893440604998526e-06
HIC,goal7,goal13,9,4.6117847320560017e-07
HIC,goal7,goal13,10,-9.953515427810277e-08
HIC,goal8,goal13,0,0.051999589688489445
HIC,goal8,goal13,1,-0.14827983971260258
HIC,goal8,goal13,2,0.011459200244459093
HIC,goal8,goal13,3,-0.0002734775136067145
HIC,goal8,goal13,4,0.00011514110788449246
HIC,goal8,goal13,5,-7.093731594374976e-05
HIC,goal8,goal13,6,4.229364709742477e-06
HIC,goal8,goal13,7,-1.8101852207233687e-06
HIC,goal8,goal13,8,5.05787393774848e-08
HIC,goal8,goal13,9,-9.188915073761674e-08
HIC,goal8,goal13,10,-2.232798195604091e-09
HIC,goal10,goal13,0,0.01888870883511277
HIC,goal10,goal13,1,-0.04986447729872452
HIC,goal10,goal13,2,0.020272330082015202
HIC,goal10,goal13,3,-0.0067836160214850795
HIC,goal10,goal13,4,0.0018432334775565652
HIC,goal10,goal13,5,-0.0004361774973074836
HIC,goal10,goal13,6,0.00010285296685159322
HIC,goal10,goal13,7,-2.3450774921843952e-05
HIC,goal10,goal13,8,5.366147334750797e-06
HIC,goal10,goal13,9,-1.1837958097993583e-06
HIC,goal10,goal13,10,2.6603203789648055e-07
HIC,goal13,goal13,0,1.3998119857378184
HIC,goal13,goal13,1,-0.13686599135851582
HIC,goal13,goal13,2,0.0209544886740795
HIC,goal13,goal13,3,-0.004487403289091813
HIC,goal13,goal13,4,0.0009688509680695049
HIC,goal13,goal13,5,-0.0001472609813635235
HIC,goal13,goal13,6,3.452644913705875e-05
HIC,goal13,goal13,7,-5.893215528734968e-06
HIC,goal13,goal13,8,1.5221605999944037e-06
HIC,goal13,goal13,9,-2.3533845276391264e-07
HIC,goal13,goal13,10,6.729094937370475e-08
HIC,goal16,goal13,0,0.0
HIC,goal16,goal13,1,0.0589160894880598
HIC,goal16,goal13,2,-0.009545474442615807
HIC,goal16,goal13,3,-3.398255666462179e-05
HIC,goal16,goal13,4,0.0003544368366513539
HIC,goal16,goal13,5,-6.888414830963458e-05
HIC,goal16,goal13,6,2.4978059581719838e-05
HIC,goal16,goal13,7,-5.370583910847239e-06
HIC,goal16,goal13,8,1.6102501711210315e-06
HIC,goal16,goal13,9,-2.999281014948181e-07
HIC,goal16,goal13,10,8.536437039148518e-08
HIC,goal1,goal16,0,0.027661147394271248
HIC,goal1,goal16,1,-0.007439413350021952
HIC,goal1,goal16,2,-0.011177475769938962
HIC,goal1,goal16,3,-1.5145136168423825e-05
HIC,goal1,goal16,4,-0.000599505978075285
HIC,goal1,goal16,5,-1.5805373137743023e-05
HIC,goal1,goal16,6,-2.9773611321786677e-05
HIC,goal1,goal16,7,-1.7788551519648246e-06
HIC,goal1,goal16,8,-1.5057225008754644e-06
HIC,goal1,goal16,9,-1.3570261140961605e-07
HIC,goal1,goal16,10,-7.793454052920178e-08
HIC,goal3,goal16,0,0.09574053884983472
HIC,goal3,goal16,1,0.043144562362455334
HIC,goal3,goal16,2,0.012861943532616176
HIC,goal3,goal16,3,0.0023421799695370876
HIC,goal3,goal16,4,0.0006141138919044222
HIC,goal3,goal16,5,0.00014549555708115154
HIC,goal3,goal16,6,3.332302033134709e-05
HIC,goal3,goal16,7,8.601505286243035e-06
HIC,goal3,goal16,8,1.8040759659474158e-06
HIC,goal3,goal16,9,4.960165962193691e-07
HIC,goal3,goal16,10,1.0064061236238774e-07
HIC,goal4,goal16,0,-0.030058439866053017
HIC,goal4,goal16,1,0.07096703590645463
HIC,goal4,goal16,2,-0.007416046479519305
HIC,goal4,goal16,3,0.0024794668075885924
HIC,goal4,goal16,4,-0.0001311775878554751
HIC,goal4,goal16,5,9.935564829002842e-05
HIC,goal4,goal16,6,2.502042033554289e-06
HIC,goal4,goal16,7,3.4185239675091902e-06
HIC,goal4,goal16,8,5.223011216514061e-07
HIC,goal4,goal16,9,1.2858262437509276e-07
HIC,goal4,goal16,10,4.107212764778101e-08
HIC,goal7,goal16,0,-0.04014992792349592
HIC,goal7,goal16,1,0.0371813262751791
HIC,goal7,goal16,2,-0.005703124765938605
HIC,goal7,goal16,3,0.0013202202144377648
HIC,goal7,goal16,4,-5.984401922187303e-05
HIC,goal7,goal16,5,2.319145162638271e-05
HIC,goal7,goal16,6,6.422559435342194e-06
HIC,goal7,goal16,7,-5.838677794786444e-07
HIC,goal7,goal16,8,7.006248397072414e-07
HIC,goal7,goal16,9,-8.856971958466304e-08
HIC,goal7,goal16,10,4.822947237988855e-08
HIC,goal8,goal16,0,0.2430936272192668
HIC,goal8,goal16,1,-0.07184714135582655
HIC,goal8,goal16,2,0.004162547759233986
HIC,goal8,goal16,3,-0.0022551531913089905
HIC,goal8,goal16,4,-0.00011020723560268525
HIC,goal8,goal16,5,-8.763557262773413e-05
HIC,goal8,goal16,6,-1.1056860241319957e-05
HIC,goal8,goal16,7,-4.022403294055727e-06
HIC,goal8,goal16,8,-7.831666535993538e-07
HIC,goal8,goal16,9,-2.0564782556646034e-07
HIC,goal8,goal16,10,-4.7252273875351975e-08
HIC,goal10,goal16,0,0.018623942146404025
HIC,goal10,goal16,1,-0.030166367838855613
HIC,goal10,goal16,2,0.005906124894185954
HIC,goal10,goal16,3,-1.6050203025514834e-05
HIC,goal10,goal16,4,-0.00011809670132539891
HIC,goal10,goal16,5,8.988207174707575e-05
HIC,goal10,goal16,6,-2.3584493423716694e-05
HIC,goal10,goal16,7,7.938195469507114e-06
HIC,goal10,goal16,8,-1.7681666543243586e-06
HIC,goal10,goal16,9,5.071877790402019e-07
HIC,goal10,goal16,10,-1.058346285056778e-07
HIC,goal13,goal16,0,0.06056092133600674
HIC,goal13,goal16,1,0.048413119454659564
HIC,goal13,goal16,2,-0.005788144516988309
HIC,goal13,goal16,3,0.00337796554495392
HIC,goal13,goal16,4,-0.0002567138214952017
HIC,goal13,goal16,5,0.00016428151973346163
HIC,goal13,goal16,6,-8.830227898713901e-06
HIC,goal13,goal16,7,7.951788294215911e-06
HIC,goal13,goal16,8,-1.957412573198325e-07
HIC,goal13,goal16,9,3.8590917048511424e-07
HIC,goal13,goal16,10,1.8025556493320201e-09
HIC,goal16,goal16,0,0.8884043759814395
HIC,goal16,goal16,1,-0.13718666400200483
HIC,goal16,goal16,2,0.03011584034810407
HIC,goal16,goal16,3,-0.003602526826332784
HIC,goal16,goal16,4,0.0009896519135395938
HIC,goal16,goal16,5,-7.306615042451157e-05
HIC,goal16,goal16,6,3.102077776531e-05
HIC,goal16,goal16,7,3.5966474961576696e-07
HIC,goal16,goal16,8,9.729036874238212e-07
HIC,goal16,goal16,9,1.5567467752060523e-07
HIC,goal16,goal16,10,3.1725569516296996e-08
LIC,goal1,goal1,0,1.4165341111824596
LIC,goal1,goal1,1,0.3976694461686744
LIC,goal1,goal1,2,0.09772345099014554
LIC,goal1,goal1,3,0.029108611099921314
LIC,goal1,goal1,4,0.00914639021274587
LIC,goal1,goal1,5,0.0031547299805561382
LIC,goal1,goal1,6,0.0008747069613937858
LIC,goal1,goal1,7,0.00028252872695011283
LIC,goal1,goal1,8,8.133601550283019e-05
LIC,goal1,goal1,9,2.752636758456318e-05
LIC,goal1,goal1,10,7.86967048921971e-06
LIC,goal3,goal1,0,0.0
LIC,goal3,goal1,1,0.13990367596570208
LIC,goal3,goal1,2,0.009323264484675105
LIC,goal3,goal1,3,0.007335164606899437
LIC,goal3,goal1,4,-0.00018776470268500698
LIC,goal3,goal1,5,0.0009168167492472824
LIC,goal3,goal1,6,4.484911300549656e-05
LIC,goal3,goal1,7,8.654945983223947e-05
LIC,goal3,goal1,8,-1.139724925720988e-07
LIC,goal3,goal1,9,8.365106774460057e-06
LIC,goal3,goal1,10,4.7426961213946734e-08
LIC,goal4,goal1,0,0.0
LIC,goal4,goal1,1,6.699326494757085e-05
LIC,goal4,goal1,2,0.018938627284885642
LIC,goal4,goal1,3,0.006374224501244454
LIC,goal4,goal1,4,0.0017413907904839695
LIC,goal4,goal1,5,0.00026944865282287533
LIC,goal4,goal1,6,0.00018131560543605438
LIC,goal4,goal1,7,4.0015053628776776e-05
LIC,goal4,goal1,8,1.8016408003398182e-05
LIC,goal4,goal1,9,3.3139858203033167e-06
LIC,goal4,goal1,10,1.6402229168707855e-06
LIC,goal7,goal1,0,0.0
LIC,goal7,goal1,1,0.020095163018670693
LIC,goal7,goal1,2,0.005902604203607891
LIC,goal7,goal1,3,-0.00369122110715014
LIC,goal7,goal1,4,0.0008677024686369808
LIC,goal7,goal1,5,-0.0003482243287320023
LIC,goal7,goal1,6,7.87221642851403e-05
LIC,goal7,goal1,7,-3.10616102291279e-05
LIC,goal7,goal1,8,7.155084659442006e-06
LIC,goal7,goal1,9,-3.256206920430784e-06
LIC,goal7,goal1,10,7.87956957649201e-07
LIC,goal8,goal1,0,0.0
LIC,goal8,goal1,1,-0.0006378917926123209
LIC,goal8,goal1,2,-0.02584756480015299
LIC,goal8,goal1,3,0.002070814079026631
LIC,goal8,goal1,4,-0.002802857242141923
LIC,goal8,goal1,5,4.8093925138344826e-05
LIC,goal8,goal1,6,-0.00023524518217865454
LIC,goal8,goal1,7,7.5731899475229e-06
LIC,goal8,goal1,8,-2.43180641269311e-05
LIC,goal8,goal1,9,1.0132130315576804e-06
LIC,goal8,goal1,10,-2.417043324251924e-06
LIC,goal10,goal1,0,0.0
LIC,goal10,goal1,1,-0.027471267129454812
LIC,goal10,goal1,2,-0.031509868521586264
LIC,goal10,goal1,3,-0.0047127979357282765
LIC,goal10,goal1,4,-0.0001237730761580413
LIC,goal10,goal1,5,-0.0003323241818000822
LIC,goal10,goal1,6,-0.0001188168663893776
LIC,goal10,goal1,7,-4.1414005288711594e-05
LIC,goal10,goal1,8,-8.657877807115797e-06
LIC,goal10,goal1,9,-3.093061764633807e-06
LIC,goal10,goal1,10,-8.446757465944768e-07
LIC,goal13,goal1,0,0.0
LIC,goal13,goal1,1,0.040139799258706886
LIC,goal13,goal1,2,-0.018930583789950207
LIC,goal13,goal1,3,-0.0006150708623144094
LIC,goal13,goal1,4,-0.0010754608466044201
LIC,goal13,goal1,5,-1.721849406053395e-05
LIC,goal13,goal1,6,-0.00012171127906725987
LIC,goal13,goal1,7,-5.158608501171717e-07
LIC,goal13,goal1,8,-1.3131259597307504e-05
LIC,goal13,goal1,9,3.2265511276213786e-07
LIC,goal13,goal1,10,-1.2566362197151429e-06
LIC,goal16,goal1,0,0.0
LIC,goal16,goal1,1,0.06225903188933006
LIC,goal16,goal1,2,0.007413786084517906
LIC,goal16,goal1,3,0.010484199999172565
LIC,goal16,goal1,4,0.0014779491619736785
LIC,goal16,goal1,5,0.0006555411712128979
LIC,goal16,goal1,6,7.472597806426281e-05
LIC,goal16,goal1,7,7.854325631025721e-05
LIC,goal16,goal1,8,9.492303801322354e-06
LIC,goal16,goal1,9,7.3932819047426145e-06
LIC,goal16,goal1,10,6.927208339294318e-07
LIC,goal1,goal3,0,0.10979765581585667
LIC,goal1,goal3,1,-0.05837875711121352
LIC,goal1,goal3,2,0.006339000066052702
LIC,goal1,goal3,3,0.008099010020779635
LIC,goal1,goal3,4,0.004907510230930641
LIC,goal1,goal3,5,0.0005832565335717249
LIC,goal1,goal3,6,0.00030916064582952154
LIC,goal1,goal3,7,5.66054746923352e-05
LIC,goal1,goal3,8,3.667325393560856e-05
LIC,goal1,goal3,9,6.1277666174282365e-06
LIC,goal1,goal3,10,3.301699560916029e-06
LIC,goal3,goal3,0,0.9692352226989875
LIC,goal3,goal3,1,-0.08751182136802654
LIC,goal3,goal3,2,0.02017187433546349
LIC,goal3,goal3,3,-0.01181262518780811
LIC,goal3,goal3,4,0.004552837445564782
LIC,goal3,goal3,5,-0.0006726850247558786
LIC,goal3,goal3,6,0.0003475115973972056
LIC,goal3,goal3,7,-9.796275876545557e-05
LIC,goal3,goal3,8,3.651500801673627e-05
LIC,goal3,goal3,9,-8.420163913151616e-06
LIC,goal3,goal3,10,3.7472219417996526e-06
LIC,goal4,goal3,0,0.0
LIC,goal4,goal3,1,0.14450125851173445
LIC,goal4,goal3,2,0.02016274012716421
LIC,goal4,goal3,3,0.00212345686749394
LIC,goal4,goal3,4,-0.0012540434236165431
LIC,goal4,goal3,5,0.0005389760365719341
LIC,goal4,goal3,6,-2.068678879933554e-06
LIC,goal4,goal3,7,4.24012729425274e-05
LIC,goal4,goal3,8,-5.037703792157857e-06
LIC,goal4,goal3,9,3.5967461604046204e-06
LIC,goal4,goal3,10,-3.0022057942699895e-07
LIC,goal7,goal3,0,0.0
LIC,goal7,goal3,1,0.00867310418140176
LIC,goal7,goal3,2,-0.03114857349962322
LIC,goal7,goal3,3,0.008536058106261887
LIC,goal7,goal3,4,-0.0027614313894367792
LIC,goal7,goal3,5,0.0007697976916084544
LIC,goal7,goal3,6,-0.0002241243086958753
LIC,goal7,goal3,7,6.421664935919988e-05
LIC,goal7,goal3,8,-2.2272586420752486e-05
LIC,goal7,goal3,9,6.975343180221772e-06
LIC,goal7,goal3,10,-2.280510128787053e-06
LIC,goal8,goal3,0,0.0
LIC,goal8,goal3,1,-0.1657453131019407
LIC,goal8,goal3,2,0.04589879511575385
LIC,goal8,goal3,3,-0.017463761646647726
LIC,goal8,goal3,4,0.003350277353752632
LIC,goal8,goal3,5,-0.0011216776280164994
LIC,goal8,goal3,6,0.00029365381097992173
LIC,goal8,goal3,7,-0.00011802390471903922
LIC,goal8,goal3,8,3.024871155718162e-05
LIC,goal8,goal3,9,-1.1847547852999124e-05
LIC,goal8,goal3,10,3.1511091636200418e-06
LIC,goal10,goal3,0,0.0
LIC,goal10,goal3,1,-0.18997949395395816
LIC,goal10,goal3,2,0.008462933159923046
LIC,goal10,goal3,3,0.008390734361101215
LIC,goal10,goal3,4,-0.0009242036632499239
LIC,goal10,goal3,5,-0.0002756098832208238
LIC,goal10,goal3,6,-8.83419606164723e-05
LIC,goal10,goal3,7,6.5992263544466895e-06
LIC,goal10,goal3,8,-2.755747176883315e-06
LIC,goal10,goal3,9,-4.1090285294101446e-07
LIC,goal10,goal3,10,-7.338627100916122e-07
LIC,goal13,goal3,0,0.0
LIC,goal13,goal3,1,-0.1252013739649133
LIC,goal13,goal3,2,0.004040763637572307
LIC,goal13,goal3,3,-0.002142071057991051
LIC,goal13,goal3,4,0.0007062411574724019
LIC,goal13,goal3,5,-0.00042425880738205477
LIC,goal13,goal3,6,0.00010256491141641424
LIC,goal13,goal3,7,-5.5702139865141925e-05
LIC,goal13,goal3,8,1.4763230234089286e-05
LIC,goal13,goal3,9,-5.657739364484632e-06
LIC,goal13,goal3,10,1.441897279012293e-06
LIC,goal16,goal3,0,0.0
LIC,goal16,goal3,1,-0.06432084533844903
LIC,goal16,goal3,2,0.04852576173248602
LIC,goal16,goal3,3,-0.0025143098685256465
LIC,goal16,goal3,4,0.000821146440076823
LIC,goal16,goal3,5,-0.00046846711583145253
LIC,goal16,goal3,6,0.0002768089540901465
LIC,goal16,goal3,7,-3.455315177120088e-05
LIC,goal16,goal3,8,2.2812133030381356e-05
LIC,goal16,goal3,9,-4.9472805650848445e-06
LIC,goal16,goal3,10,2.3780218260208854e-06
LIC,goal1,goal4,0,0.020692004719961767
LIC,goal1,goal4,1,0.5369113811911272
LIC,goal1,goal4,2,0.19917843149790607
LIC,goal1,goal4,3,0.07072675754481958
LIC,goal1,goal4,4,0.02128314687639205
LIC,goal1,goal4,5,0.00725512315627162
LIC,goal1,goal4,6,0.0019355225507484957
LIC,goal1,goal4,7,0.0007017364184021459
LIC,goal1,goal4,8,0.0001898953684692285
LIC,goal1,goal4,9,6.699575059388344e-05
LIC,goal1,goal4,10,1.7874361757306692e-05
LIC,goal3,goal4,0,0.24027146976003358
LIC,goal3,goal4,1,0.2828907352932183
LIC,goal3,goal4,2,-0.02421173777133587
LIC,goal3,goal4,3,0.028924777087046254
LIC,goal3,goal4,4,-0.001322777336857583
LIC,goal3,goal4,5,0.002926649049454286
LIC,goal3,goal4,6,-0.00021051355369245558
LIC,goal3,goal4,7,0.0002766448610543009
LIC,goal3,goal4,8,-2.188914233016027e-05
LIC,goal3,goal4,9,2.8290236565426904e-05
LIC,goal3,goal4,10,-2.5081817582546783e-06
LIC,goal4,goal4,0,2.618954203861403
LIC,goal4,goal4,1,0.15420203279102815
LIC,goal4,goal4,2,0.06348699555632366
LIC,goal4,goal4,3,0.0139240697185795
LIC,goal4,goal4,4,0.00423254318740881
LIC,goal4,goal4,5,0.0008345833880545015
LIC,goal4,goal4,6,0.0005394158220899898
LIC,goal4,goal4,7,6.223601980701762e-05
LIC,goal4,goal4,8,4.7058795275001034e-05
LIC,goal4,goal4,9,6.263436497073315e-06
LIC,goal4,goal4,10,4.609874272354333e-06
LIC,goal7,goal4,0,0.0
LIC,goal7,goal4,1,-0.0038827199920749293
LIC,goal7,goal4,2,-0.022287060893450155
LIC,goal7,goal4,3,-0.010353105758819672
LIC,goal7,goal4,4,0.0039159952163526895
LIC,goal7,goal4,5,-0.0015506913499765582
LIC,goal7,goal4,6,0.0003724866120100846
LIC,goal7,goal4,7,-0.00013016441157422798
LIC,goal7,goal4,8,3.350823494871592e-05
LIC,goal7,goal4,9,-1.280355033332604e-05
LIC,goal7,goal4,10,3.5558125567121134e-06
LIC,goal8,goal4,0,0.0
LIC,goal8,goal4,1,-0.2665915093674892
LIC,goal8,goal4,2,-0.08151084282035398
LIC,goal8,goal4,3,0.01282436781716529
LIC,goal8,goal4,4,-0.0104008898575458
LIC,goal8,goal4,5,0.0011514017052737914
LIC,goal8,goal4,6,-0.0008305713882334507
LIC,goal8,goal4,7,8.938377785441491e-05
LIC,goal8,goal4,8,-8.203484083230485e-05
LIC,goal8,goal4,9,1.0683510187122144e-05
LIC,goal8,goal4,10,-8.381973112383227e-06
LIC,goal10,goal4,0,0.0
LIC,goal10,goal4,1,0.08628177378473148
LIC,goal10,goal4,2,-0.05855780473331954
LIC,goal10,goal4,3,-0.0015489001544236908
LIC,goal10,goal4,4,-0.0017176174276372041
LIC,goal10,goal4,5,-0.0013709360795500368
LIC,goal10,goal4,6,-0.00016845621022371847
LIC,goal10,goal4,7,-8.573703700617648e-05
LIC,goal10,goal4,8,-1.961853802283333e-05
LIC,goal10,goal4,9,-8.80700111584395e-06
LIC,goal10,goal4,10,-1.894199008450183e-06
LIC,goal13,goal4,0,0.0
LIC,goal13,goal4,1,-0.006987769033515369
LIC,goal13,goal4,2,-0.09013875164804339
LIC,goal13,goal4,3,0.008787907574625475
LIC,goal13,goal4,4,-0.004377989035669885
LIC,goal13,goal4,5,0.00011835689818398506
LIC,goal13,goal4,6,-0.0003871225065986126
LIC,goal13,goal4,7,3.63735646491584e-05
LIC,goal13,goal4,8,-4.314793548348682e-05
LIC,goal13,goal4,9,4.8929621870832885e-06
LIC,goal13,goal4,10,-4.368878186363885e-06
LIC,goal16,goal4,0,0.0
LIC,goal16,goal4,1,0.3555369904069367
LIC,goal16,goal4,2,-0.01851198685684534
LIC,goal16,goal4,3,0.025906040183184695
LIC,goal16,goal4,4,0.0007405383584175049
LIC,goal16,goal4,5,0.002054984572958349
LIC,goal16,goal4,6,0.00013934682682505237
LIC,goal16,goal4,7,0.00022595237967663686
LIC,goal16,goal4,8,3.887553512139247e-06
LIC,goal16,goal4,9,2.2095375390495318e-05
LIC,goal16,goal4,10,2.974494482878721e-07
LIC,goal1,goal7,0,-0.1373910138087872
LIC,goal1,goal7,1,-0.09540492249247441
LIC,goal1,goal7,2,-0.055791119110696244
LIC,goal1,goal7,3,0.0015954069928710468
LIC,goal1,goal7,4,-0.0028141424974728498
LIC,goal1,goal7,5,-0.0006568207648787562
LIC,goal1,goal7,6,-0.0005603075259057385
LIC,goal1,goal7,7,-2.864830822491554e-05
LIC,goal1,goal7,8,-4.419105470996867e-05
LIC,goal1,goal7,9,-2.285210450796534e-06
LIC,goal1,goal7,10,-4.872700783576813e-06
LIC,goal3,goal7,0,0.15728051175844804
LIC,goal3,goal7,1,0.06912269174992461
LIC,goal3,goal7,2,-0.09831854798856776
LIC,goal3,goal7,3,0.018200016182044594
LIC,goal3,goal7,4,-0.005853801354191101
LIC,goal3,goal7,5,0.0023093015523627824
LIC,goal3,goal7,6,-0.0008595226081935543
LIC,goal3,goal7,7,0.00021363856047541482
LIC,goal3,goal7,8,-8.123931129674023e-05
LIC,goal3,goal7,9,2.449410103680517e-05
LIC,goal3,goal7,10,-8.53323757161854e-06
LIC,goal4,goal7,0,-0.11677813705036673
LIC,goal4,goal7,1,-0.03704861436491637
LIC,goal4,goal7,2,0.014981621499345265
LIC,goal4,goal7,3,-0.011127521027044514
LIC,goal4,goal7,4,-0.000759507318621505
LIC,goal4,goal7,5,-0.00031994530906658306
LIC,goal4,goal7,6,0.00015699919946607054
LIC,goal4,goal7,7,-7.612050221115127e-05
LIC,goal4,goal7,8,1.0738027210004728e-05
LIC,goal4,goal7,9,-7.503062426930251e-06
LIC,goal4,goal7,10,1.5723429047259381e-06
LIC,goal7,goal7,0,1.3373782036799289
LIC,goal7,goal7,1,-0.12543392014542848
LIC,goal7,goal7,2,0.016664334419263856
LIC,goal7,goal7,3,-0.007118205749391685
LIC,goal7,goal7,4,0.004140914464361897
LIC,goal7,goal7,5,-0.0014748327625090977
LIC,goal7,goal7,6,0.0005230907250505094
LIC,goal7,goal7,7,-0.0001690999868247728
LIC,goal7,goal7,8,5.377161643945033e-05
LIC,goal7,goal7,9,-1.6678332329179612e-05
LIC,goal7,goal7,10,5.502730948772828e-06
LIC,goal8,goal7,0,0.0
LIC,goal8,goal7,1,0.044527019825696415
LIC,goal8,goal7,2,-0.013758612086098361
LIC,goal8,goal7,3,0.015996568554755147
LIC,goal8,goal7,4,-0.006505790300042956
LIC,goal8,goal7,5,0.002698057303500781
LIC,goal8,goal7,6,-0.0007555047829371012
LIC,goal8,goal7,7,0.0002579374334349869
LIC,goal8,goal7,8,-7.666809491353174e-05
LIC,goal8,goal7,9,2.7125803375495413e-05
LIC,goal8,goal7,10,-8.010024842790929e-06
LIC,goal10,goal7,0,0.0
LIC,goal10,goal7,1,-0.21256922473854512
LIC,goal10,goal7,2,0.029686825533390224
LIC,goal10,goal7,3,0.013368001045301819
LIC,goal10,goal7,4,-0.0007428440843743514
LIC,goal10,goal7,5,-0.0005854847453149825
LIC,goal10,goal7,6,0.00012424835822746262
LIC,goal10,goal7,7,7.159954962206463e-06
LIC,goal10,goal7,8,1.2560180675101321e-05
LIC,goal10,goal7,9,-1.8449493700500498e-06
LIC,goal10,goal7,10,7.826170366649306e-07
LIC,goal13,goal7,0,0.0
LIC,goal13,goal7,1,0.10527188192069284
LIC,goal13,goal7,2,-0.06126824058509289
LIC,goal13,goal7,3,0.025323293039362395
LIC,goal13,goal7,4,-0.005511502096348266
LIC,goal13,goal7,5,0.0015805357527091696
LIC,goal13,goal7,6,-0.00043646083883248725
LIC,goal13,goal7,7,0.00014251826287643894
LIC,goal13,goal7,8,-3.9553116394587835e-05
LIC,goal13,goal7,9,1.4302630925325291e-05
LIC,goal13,goal7,10,-4.193751202234512e-06
LIC,goal16,goal7,0,0.0
LIC,goal16,goal7,1,0.19390498389495708
LIC,goal16,goal7,2,-0.026296355687524885
LIC,goal16,goal7,3,0.012815644619815904
LIC,goal16,goal7,4,-0.007385947828174002
LIC,goal16,goal7,5,0.0012633556327027809
LIC,goal16,goal7,6,-0.00040893071691677264
LIC,goal16,goal7,7,0.00013073981084890679
LIC,goal16,goal7,8,-5.467613744857684e-05
LIC,goal16,goal7,9,1.2656329013704379e-05
LIC,goal16,goal7,10,-5.202857788673527e-06
LIC,goal1,goal8,0,-0.10548785976173271
LIC,goal1,goal8,1,-0.07888520581078079
LIC,goal1,goal8,2,-0.02285840688632591
LIC,goal1,goal8,3,-0.010139112239189662
LIC,goal1,goal8,4,-0.0027298192187496244
LIC,goal1,goal8,5,-0.0008967586719504489
LIC,goal1,goal8,6,-0.0003225715229358677
LIC,goal1,goal8,7,-8.463093408461e-05
LIC,goal1,goal8,8,-2.9465871332384374e-05
LIC,goal1,goal8,9,-7.992022753492193e-06
LIC,goal1,goal8,10,-2.876267549412395e-06
LIC,goal3,goal8,0,0.16114232652688726
LIC,goal3,goal8,1,-0.042729568574872714
LIC,goal3,goal8,2,-0.008104490773489613
LIC,goal3,goal8,3,-0.0012019993000769139
LIC,goal3,goal8,4,-0.0008432209554069984
LIC,goal3,goal8,5,5.792968553760434e-05
LIC,goal3,goal8,6,-0.00011882849382294298
LIC,goal3,goal8,7,6.400681991372896e-06
LIC,goal3,goal8,8,-1.2356699026962435e-05
LIC,goal3,goal8,9,1.241663709467412e-06
LIC,goal3,goal8,10,-1.2738349918182721e-06
LIC,goal4,goal8,0,-0.08061911848336735
LIC,goal4,goal8,1,-0.03417307697240021
LIC,goal4,goal8,2,-0.01645272072474877
LIC,goal4,goal8,3,0.00031443119551151453
LIC,goal4,goal8,4,-0.0011491849245097337
LIC,goal4,goal8,5,-0.0001425002836830815
LIC,goal4,goal8,6,-2.9935645222033012e-05
LIC,goal4,goal8,7,-2.0618733568524353e-05
LIC,goal4,goal8,8,-3.42812790602091e-06
LIC,goal4,goal8,9,-1.9834625828930202e-06
LIC,goal4,goal8,10,-2.66843125462233e-07
LIC,goal7,goal8,0,0.004334042678572237
LIC,goal7,goal8,1,0.10784916125449846
LIC,goal7,goal8,2,-0.018213962123812173
LIC,goal7,goal8,3,0.001925232409500487
LIC,goal7,goal8,4,0.00044878339786345156
LIC,goal7,goal8,5,-0.00015916371367847396
LIC,goal7,goal8,6,5.736596781441745e-05
LIC,goal7,goal8,7,-1.3416311308031743e-05
LIC,goal7,goal8,8,5.0897738440586235e-06
LIC,goal7,goal8,9,-1.460343277375333e-06
LIC,goal7,goal8,10,5.985809654467284e-07
LIC,goal8,goal8,0,0.9281924539030643
LIC,goal8,goal8,1,-0.11809741296179692
LIC,goal8,goal8,2,0.019181411284558605
LIC,goal8,goal8,3,0.0026358633112324387
LIC,goal8,goal8,4,-0.00038228619769878136
LIC,goal8,goal8,5,0.0003445616498824816
LIC,goal8,goal8,6,-1.8079839633908645e-05
LIC,goal8,goal8,7,3.003670823702811e-05
LIC,goal8,goal8,8,-3.637869147351104e-06
LIC,goal8,goal8,9,3.655912942401143e-06
LIC,goal8,goal8,10,-5.316229829776616e-07
LIC,goal10,goal8,0,0.0
LIC,goal10,goal8,1,0.04790935569379418
LIC,goal10,goal8,2,-0.011682368031496412
LIC,goal10,goal8,3,0.003671817387694972
LIC,goal10,goal8,4,0.0005748395244088094
LIC,goal10,goal8,5,-5.414451175909254e-05
LIC,goal10,goal8,6,5.1548527149876514e-05
LIC,goal10,goal8,7,1.0158977554212107e-05
LIC,goal10,goal8,8,3.989209096030389e-06
LIC,goal10,goal8,9,8.386676512315944e-07
LIC,goal10,goal8,10,3.546994078101176e-07
LIC,goal13,goal8,0,0.0
LIC,goal13,goal8,1,0.1294342787707733
LIC,goal13,goal8,2,-0.03143290071667605
LIC,goal13,goal8,3,0.008345690956300545
LIC,goal13,goal8,4,-0.0009327466283078581
LIC,goal13,goal8,5,0.00029155469756278495
LIC,goal13,goal8,6,-3.8614022701394556e-05
LIC,goal13,goal8,7,2.5127882401316002e-05
LIC,goal13,goal8,8,-3.764923467524648e-06
LIC,goal13,goal8,9,2.4043785858823194e-06
LIC,goal13,goal8,10,-3.349735290109977e-07
LIC,goal16,goal8,0,0.0
