Group,Impulse,Response,Step,Value
LIC,goal16,goal8,1,0.05413486260764114
LIC,goal16,goal8,2,-0.018922318652245612
LIC,goal16,goal8,3,0.00126922566595086
LIC,goal16,goal8,4,-0.0011528247097822373
LIC,goal16,goal8,5,-0.00010163696388014992
LIC,goal16,goal8,6,-8.475955117214877e-05
LIC,goal16,goal8,7,-4.401236467322971e-07
LIC,goal16,goal8,8,-1.0736068738024889e-05
LIC,goal16,goal8,9,-2.992561427893787e-08
LIC,goal16,goal8,10,-1.0164623064335648e-06
LIC,goal1,goal10,0,0.0810981188397786
LIC,goal1,goal10,1,0.42939954779620804
LIC,goal1,goal10,2,0.02414589521144591
LIC,goal1,goal10,3,-0.0015945659754886135
LIC,goal1,goal10,4,0.007675303370463996
LIC,goal1,goal10,5,0.003260602077458155
LIC,goal1,goal10,6,0.0008036819107898356
LIC,goal1,goal10,7,0.00020784252880631267
LIC,goal1,goal10,8,6.030243447564712e-05
LIC,goal1,goal10,9,2.3934100680174177e-05
LIC,goal1,goal10,10,6.902638161537179e-06
LIC,goal3,goal10,0,0.2627346721973365
LIC,goal3,goal10,1,0.33702204650741474
LIC,goal3,goal10,2,0.0762256935458474
LIC,goal3,goal10,3,-0.007895201466240705
LIC,goal3,goal10,4,-0.0027197716321473732
LIC,goal3,goal10,5,0.0009249272816566679
LIC,goal3,goal10,6,0.00020511063614043657
LIC,goal3,goal10,7,8.129889594750524e-05
LIC,goal3,goal10,8,-9.570310992561737e-06
LIC,goal3,goal10,9,6.968657823629563e-06
LIC,goal3,goal10,10,-3.1621101252501373e-08
LIC,goal4,goal10,0,0.2030100592276468
LIC,goal4,goal10,1,-0.11151850173283742
LIC,goal4,goal10,2,0.06358570602692519
LIC,goal4,goal10,3,0.026284295971304227
LIC,goal4,goal10,4,-0.0002334520867136304
LIC,goal4,goal10,5,-8.303316193386476e-05
LIC,goal4,goal10,6,9.013269094654871e-05
LIC,goal4,goal10,7,6.0976436240538065e-05
LIC,goal4,goal10,8,1.9632361661908278e-05
LIC,goal4,goal10,9,1.9011828985450622e-06
LIC,goal4,goal10,10,1.1131436801286527e-06
LIC,goal7,goal10,0,-0.19293093521577867
LIC,goal7,goal10,1,0.09221375776644383
LIC,goal7,goal10,2,-0.04809155427815281
LIC,goal7,goal10,3,0.005250438695291559
LIC,goal7,goal10,4,-0.001283527858711034
LIC,goal7,goal10,5,-0.0002723051145664624
LIC,goal7,goal10,6,0.00011297338506584258
LIC,goal7,goal10,7,-2.9535417659812196e-05
LIC,goal7,goal10,8,5.565163306596567e-06
LIC,goal7,goal10,9,-3.197757776819529e-06
LIC,goal7,goal10,10,8.513948494241077e-07
LIC,goal8,goal10,0,0.10549869951518501
LIC,goal8,goal10,1,-0.4656706998366026
LIC,goal8,goal10,2,0.061776995938678386
LIC,goal8,goal10,3,-0.008360908941630345
LIC,goal8,goal10,4,-0.0028869631223379408
LIC,goal8,goal10,5,-1.9282421647400158e-05
LIC,goal8,goal10,6,-0.00017438089935829123
LIC,goal8,goal10,7,8.77075398528748e-06
LIC,goal8,goal10,8,-2.0701580516640327e-05
LIC,goal8,goal10,9,9.300302341378726e-07
LIC,goal8,goal10,10,-2.3106829428281635e-06
LIC,goal10,goal10,0,3.4340832557174994
LIC,goal10,goal10,1,-0.11497219646992328
LIC,goal10,goal10,2,-0.1536510370982714
LIC,goal10,goal10,3,0.0002518738262960893
LIC,goal10,goal10,4,0.0037998345795504274
LIC,goal10,goal10,5,0.00023688316003399182
LIC,goal10,goal10,6,-0.00020661365429578126
LIC,goal10,goal10,7,-8.397109183454572e-05
LIC,goal10,goal10,8,-3.5370836386982886e-06
LIC,goal10,goal10,9,-1.8679186574150072e-07
LIC,goal10,goal10,10,-6.605965943244227e-07
LIC,goal13,goal10,0,0.0
LIC,goal13,goal10,1,0.11699626395168855
LIC,goal13,goal10,2,-0.09492732540540304
LIC,goal13,goal10,3,0.009828370710344442
LIC,goal13,goal10,4,-0.003938160717675828
LIC,goal13,goal10,5,0.0006463760175042109
LIC,goal13,goal10,6,-0.00016411831629887304
LIC,goal13,goal10,7,5.677338617885183e-06
LIC,goal13,goal10,8,-1.7218654707468497e-05
LIC,goal13,goal10,9,2.024952979279973e-06
LIC,goal13,goal10,10,-1.3539252305616863e-06
LIC,goal16,goal10,0,0.0
LIC,goal16,goal10,1,-0.391081463908851
LIC,goal16,goal10,2,-0.03422628972318329
LIC,goal16,goal10,3,0.030755340143050734
LIC,goal16,goal10,4,0.0022825170094642826
LIC,goal16,goal10,5,-1.777792225453742e-05
LIC,goal16,goal10,6,-8.168719681512436e-05
LIC,goal16,goal10,7,8.163940909183828e-05
LIC,goal16,goal10,8,1.3846134039048538e-05
LIC,goal16,goal10,9,7.177590641380617e-06
LIC,goal16,goal10,10,-7.256327213396552e-08
LIC,goal1,goal13,0,-0.020164123544290116
LIC,goal1,goal13,1,-0.009409373525579074
LIC,goal1,goal13,2,-0.003908212798886346
LIC,goal1,goal13,3,-0.0018471565689267505
LIC,goal1,goal13,4,-0.0002743769232593271
LIC,goal1,goal13,5,-0.00013947532642924026
LIC,goal1,goal13,6,-2.4818475808032594e-05
LIC,goal1,goal13,7,-1.6234404925586934e-05
LIC,goal1,goal13,8,-2.2793157951732277e-06
LIC,goal1,goal13,9,-1.5180473177576124e-06
LIC,goal1,goal13,10,-1.897046203851699e-07
LIC,goal3,goal13,0,-0.00011553654652141702
LIC,goal3,goal13,1,-0.002747504728424037
LIC,goal3,goal13,2,0.0029489101159482726
LIC,goal3,goal13,3,-0.0017064961555085158
LIC,goal3,goal13,4,0.0003432158188219585
LIC,goal3,goal13,5,-0.00016765778188585046
LIC,goal3,goal13,6,4.853622635159613e-05
LIC,goal3,goal13,7,-1.9039377394366366e-05
LIC,goal3,goal13,8,4.822216703404225e-06
LIC,goal3,goal13,9,-1.9813670967909935e-06
LIC,goal3,goal13,10,5.281114534903726e-07
LIC,goal4,goal13,0,0.014327706187180763
LIC,goal4,goal13,1,-0.010184432904507901
LIC,goal4,goal13,2,9.8646443664464e-05
LIC,goal4,goal13,3,0.0001051924154542764
LIC,goal4,goal13,4,-0.00014642761754605013
LIC,goal4,goal13,5,-8.72002859513761e-06
LIC,goal4,goal13,6,-1.5349621570488816e-05
LIC,goal4,goal13,7,2.0260629380171884e-06
LIC,goal4,goal13,8,-1.767762073366896e-06
LIC,goal4,goal13,9,2.0487115676475872e-07
LIC,goal4,goal13,10,-1.9480324974952625e-07
LIC,goal7,goal13,0,0.0025547699570026045
LIC,goal7,goal13,1,0.007754755375718843
LIC,goal7,goal13,2,-0.0019050207740038147
LIC,goal7,goal13,3,0.0006598389983387456
LIC,goal7,goal13,4,-0.0002474896940364299
LIC,goal7,goal13,5,9.617419306212358e-05
LIC,goal7,goal13,6,-3.249109403351999e-05
LIC,goal7,goal13,7,1.1594309850938653e-05
LIC,goal7,goal13,8,-3.7140338994751476e-06
LIC,goal7,goal13,9,1.2278297904148295e-06
LIC,goal7,goal13,10,-3.8463523062348554e-07
LIC,goal8,goal13,0,0.011576658374270087
LIC,goal8,goal13,1,-0.0010230894079316139
LIC,goal8,goal13,2,0.0023897815430635443
LIC,goal8,goal13,3,-0.0006623853697306479
LIC,goal8,goal13,4,0.00041414256251548774
LIC,goal8,goal13,5,-0.00013397190925641092
LIC,goal8,goal13,6,5.7592886014009265e-05
LIC,goal8,goal13,7,-1.591441360069763e-05
LIC,goal8,goal13,8,6.1167922622107745e-06
LIC,goal8,goal13,9,-1.7129300295561137e-06
LIC,goal8,goal13,10,6.395488669256983e-07
LIC,goal10,goal13,0,0.012859851836255912
LIC,goal10,goal13,1,0.0043468727245016756
LIC,goal10,goal13,2,-0.002517940570877776
LIC,goal10,goal13,3,0.00031841688583145563
LIC,goal10,goal13,4,0.00011602304107137617
LIC,goal10,goal13,5,2.8139512355004346e-05
LIC,goal10,goal13,6,-3.2829994309474068e-06
LIC,goal10,goal13,7,2.3551611013474116e-06
LIC,goal10,goal13,8,1.865754148700856e-08
LIC,goal10,goal13,9,3.2404866671263415e-07
LIC,goal10,goal13,10,-1.0297237960625608e-08
LIC,goal13,goal13,0,0.13456187988926469
LIC,goal13,goal13,1,-0.02166986399430134
LIC,goal13,goal13,2,0.005821246344518557
LIC,goal13,goal13,3,-0.0016027918475591105
LIC,goal13,goal13,4,0.0005061639207632021
LIC,goal13,goal13,5,-0.00011909749809143324
LIC,goal13,goal13,6,3.9702446855230085e-05
LIC,goal13,goal13,7,-1.0128065749796382e-05
LIC,goal13,goal13,8,3.494427334295137e-06
LIC,goal13,goal13,9,-9.225207757596516e-07
LIC,goal13,goal13,10,3.4249877994512865e-07
LIC,goal16,goal13,0,0.0
LIC,goal16,goal13,1,-0.014114981979987519
LIC,goal16,goal13,2,0.001989231581810707
LIC,goal16,goal13,3,-0.0009282832577087882
LIC,goal16,goal13,4,0.0002858748313077448
LIC,goal16,goal13,5,-0.0001426718566863791
LIC,goal16,goal13,6,2.4154156310175035e-05
LIC,goal16,goal13,7,-1.2143056504374786e-05
LIC,goal16,goal13,8,2.787587615576205e-06
LIC,goal16,goal13,9,-1.2802723789880555e-06
LIC,goal16,goal13,10,2.7226628999463334e-07
LIC,goal1,goal16,0,-0.11668000821479878
LIC,goal1,goal16,1,0.05665189421660036
LIC,goal1,goal16,2,0.05638310849388271
LIC,goal1,goal16,3,0.008373625974597029
LIC,goal1,goal16,4,0.0021383984604485544
LIC,goal1,goal16,5,3.474778823009795e-05
LIC,goal1,goal16,6,0.0003129914651163774
LIC,goal1,goal16,7,4.6977092930286975e-05
LIC,goal1,goal16,8,2.7654059177328067e-05
LIC,goal1,goal16,9,2.28829886495707e-06
LIC,goal1,goal16,10,2.5886726870823384e-06
LIC,goal3,goal16,0,0.1319427010981738
LIC,goal3,goal16,1,-0.24666879333475503
LIC,goal3,goal16,2,0.04800071565139109
LIC,goal3,goal16,3,-0.004703318973504514
LIC,goal3,goal16,4,0.004338609231353596
LIC,goal3,goal16,5,-0.001282830635019868
LIC,goal3,goal16,6,0.00034412995285877315
LIC,goal3,goal16,7,-9.339385250794732e-05
LIC,goal3,goal16,8,4.128686072410911e-05
LIC,goal3,goal16,9,-1.0531196788753547e-05
LIC,goal3,goal16,10,3.761199428261559e-06
LIC,goal4,goal16,0,0.04286830035753612
LIC,goal4,goal16,1,0.02800512811627438
LIC,goal4,goal16,2,-0.024186270855757894
LIC,goal4,goal16,3,0.000956109565402532
LIC,goal4,goal16,4,0.0001718603297380778
LIC,goal4,goal16,5,0.0006408823946506163
LIC,goal4,goal16,6,-9.759168054559914e-05
LIC,goal4,goal16,7,2.8508080616306195e-05
LIC,goal4,goal16,8,-5.338735648817263e-06
LIC,goal4,goal16,9,4.1986589643387996e-06
LIC,goal4,goal16,10,-5.324702545122381e-07
LIC,goal7,goal16,0,0.0065666230159936115
LIC,goal7,goal16,1,-0.0006149650430473418
LIC,goal7,goal16,2,-0.022005704191600552
LIC,goal7,goal16,3,0.010903325872864125
LIC,goal7,goal16,4,-0.003018059264500228
LIC,goal7,goal16,5,0.0008136844331869313
LIC,goal7,goal16,6,-0.00025556425221951487
LIC,goal7,goal16,7,7.497640217234666e-05
LIC,goal7,goal16,8,-2.3727722996162686e-05
LIC,goal7,goal16,9,7.620419446293729e-06
LIC,goal7,goal16,10,-2.5277244497318424e-06
LIC,goal8,goal16,0,0.10512318744321485
LIC,goal8,goal16,1,-0.16017629316244922
LIC,goal8,goal16,2,0.051184241264118684
LIC,goal8,goal16,3,-0.016583459539626484
LIC,goal8,goal16,4,0.0043921904766725086
LIC,goal8,goal16,5,-0.0012860007211105866
LIC,goal8,goal16,6,0.000322170693608124
LIC,goal8,goal16,7,-0.0001234071000972586
LIC,goal8,goal16,8,3.558730979536034e-05
LIC,goal8,goal16,9,-1.2591621147512869e-05
LIC,goal8,goal16,10,3.5592230672317233e-06
LIC,goal10,goal16,0,0.05002749736363725
LIC,goal10,goal16,1,0.05818017458919786
LIC,goal10,goal16,2,0.02916055479787855
LIC,goal10,goal16,3,-0.003722658309690584
LIC,goal10,goal16,4,-0.0027620968978050633
LIC,goal10,goal16,5,0.00017022961058494202
LIC,goal10,goal16,6,3.443751156688982e-05
LIC,goal10,goal16,7,3.958307580626876e-06
LIC,goal10,goal16,8,-8.244363535453408e-06
LIC,goal10,goal16,9,-3.269640101743242e-07
LIC,goal10,goal16,10,-3.947787063364476e-07
LIC,goal13,goal16,0,-0.12480401153150711
LIC,goal13,goal16,1,-0.06838211117941455
LIC,goal13,goal16,2,0.02453653833556892
LIC,goal13,goal16,3,-0.0027521202489389587
LIC,goal13,goal16,4,0.0003534412054081013
LIC,goal13,goal16,5,-0.00045286242048916855
LIC,goal13,goal16,6,0.0001417102455273355
LIC,goal13,goal16,7,-5.3531124453257615e-05
LIC,goal13,goal16,8,1.618450774406897e-05
LIC,goal13,goal16,9,-6.2726273791749184e-06
LIC,goal13,goal16,10,1.6798527071649405e-06
LIC,goal16,goal16,0,1.0840439199882734
LIC,goal16,goal16,1,-0.023441302981453235
LIC,goal16,goal16,2,0.01203148072357713
LIC,goal16,goal16,3,-0.01006171470427267
LIC,goal16,goal16,4,0.002289775143611438
LIC,goal16,goal16,5,-0.00012718680047659714
LIC,goal16,goal16,6,0.0002469370698744339
LIC,goal16,goal16,7,-6.770733342410904e-05
LIC,goal16,goal16,8,2.2536735257851337e-05
LIC,goal16,goal16,9,-5.052736112128639e-06
LIC,goal16,goal16,10,2.5541033140029496e-06
LMIC,goal1,goal1,0,3.6625019299277692
LMIC,goal1,goal1,1,-0.20136240949067824
LMIC,goal1,goal1,2,-0.041750277098888164
LMIC,goal1,goal1,3,0.04603156744149268
LMIC,goal1,goal1,4,-0.01576185545491454
LMIC,goal1,goal1,5,0.00037189665300116625
LMIC,goal1,goal1,6,0.001453515393296341
LMIC,goal1,goal1,7,-0.0005004961881528449
LMIC,goal1,goal1,8,4.3917266579092324e-05
LMIC,goal1,goal1,9,2.5007723629047142e-05
LMIC,goal1,goal1,10,-1.081619955538531e-05
LMIC,goal3,goal1,0,0.0
LMIC,goal3,goal1,1,-0.1055268531611303
LMIC,goal3,goal1,2,0.18710983486793095
LMIC,goal3,goal1,3,-0.0049734500075585
LMIC,goal3,goal1,4,-0.016665066581351803
LMIC,goal3,goal1,5,0.004890853805767073
LMIC,goal3,goal1,6,-0.00014627459902410986
LMIC,goal3,goal1,7,-0.0003484758694291821
LMIC,goal3,goal1,8,0.00012934283970144838
LMIC,goal3,goal1,9,-1.3446603017379909e-05
LMIC,goal3,goal1,10,-6.503793354947957e-06
LMIC,goal4,goal1,0,0.0
LMIC,goal4,goal1,1,-0.15808869121716743
LMIC,goal4,goal1,2,-0.11069035984679808
LMIC,goal4,goal1,3,0.06389463663136213
LMIC,goal4,goal1,4,-0.007306456595691198
LMIC,goal4,goal1,5,-0.0029957319090860583
LMIC,goal4,goal1,6,0.0014867053842050105
LMIC,goal4,goal1,7,-0.0002562013748434018
LMIC,goal4,goal1,8,-3.2748934002610515e-05
LMIC,goal4,goal1,9,3.0118583517784525e-05
LMIC,goal4,goal1,10,-6.061820538070848e-06
LMIC,goal7,goal1,0,0.0
LMIC,goal7,goal1,1,0.22027827297015232
LMIC,goal7,goal1,2,-0.14099525035689045
LMIC,goal7,goal1,3,0.03545988867804601
LMIC,goal7,goal1,4,0.003236743219268819
LMIC,goal7,goal1,5,-0.0038773739659667228
LMIC,goal7,goal1,6,0.0008357556995503577
LMIC,goal7,goal1,7,0.00011668177615209477
LMIC,goal7,goal1,8,-0.00013597004556908728
LMIC,goal7,goal1,9,4.661995015377734e-05
LMIC,goal7,goal1,10,-8.799298188931095e-06
LMIC,goal8,goal1,0,0.0
LMIC,goal8,goal1,1,0.04262338727629542
LMIC,goal8,goal1,2,-0.022022993212554673
LMIC,goal8,goal1,3,0.005147233372264036
LMIC,goal8,goal1,4,-0.0019434066948369722
LMIC,goal8,goal1,5,-0.00019614077111977042
LMIC,goal8,goal1,6,0.0004445434426539438
LMIC,goal8,goal1,7,-0.00017739260832052583
LMIC,goal8,goal1,8,3.777369135748418e-05
LMIC,goal8,goal1,9,-5.198479880138983e-06
LMIC,goal8,goal1,10,1.8233835976651687e-06
LMIC,goal10,goal1,0,0.0
LMIC,goal10,goal1,1,-0.15132786747423643
LMIC,goal10,goal1,2,0.02524565229682042
LMIC,goal10,goal1,3,-0.013000707815484349
LMIC,goal10,goal1,4,-0.00975422239769481
LMIC,goal10,goal1,5,0.003940364247500238
LMIC,goal10,goal1,6,-0.0003683266315803023
LMIC,goal10,goal1,7,-0.0002192375149994756
LMIC,goal10,goal1,8,0.00010317662093981246
LMIC,goal10,goal1,9,-1.6640396972233e-05
LMIC,goal10,goal1,10,-3.0143711289100215e-06
LMIC,goal13,goal1,0,0.0
LMIC,goal13,goal1,1,0.4050859270503476
LMIC,goal13,goal1,2,-0.11867283710018516
LMIC,goal13,goal1,3,-0.032233394972295756
LMIC,goal13,goal1,4,0.009910669914840494
LMIC,goal13,goal1,5,-0.0016869833200045092
LMIC,goal13,goal1,6,-0.00013057906365030472
LMIC,goal13,goal1,7,0.00018896180848205707
LMIC,goal13,goal1,8,-5.0521579415124596e-05
LMIC,goal13,goal1,9,-2.180161501424037e-06
LMIC,goal13,goal1,10,5.769635127316782e-06
LMIC,goal16,goal1,0,0.0
LMIC,goal16,goal1,1,0.18286851303689602
LMIC,goal16,goal1,2,-0.008862679613837498
LMIC,goal16,goal1,3,0.03833068263448133
LMIC,goal16,goal1,4,-0.004269444315317927
LMIC,goal16,goal1,5,-0.0009280028721062947
LMIC,goal16,goal1,6,0.0006778755113496323
LMIC,goal16,goal1,7,-0.00019784495655985297
LMIC,goal16,goal1,8,2.9527981835819705e-05
LMIC,goal16,goal1,9,6.263734923666494e-07
LMIC,goal16,goal1,10,2.0672565970752546e-07
LMIC,goal1,goal3,0,0.04019708015973335
LMIC,goal1,goal3,1,-0.05789835593920148
LMIC,goal1,goal3,2,-0.024801138592582
LMIC,goal1,goal3,3,-0.0005870806780247667
LMIC,goal1,goal3,4,0.0027286520295196114
LMIC,goal1,goal3,5,-0.0003825667561517342
LMIC,goal1,goal3,6,-0.00013352734847933714
LMIC,goal1,goal3,7,7.862361638156155e-05
LMIC,goal1,goal3,8,-1.9396510742991162e-05
LMIC,goal1,goal3,9,1.6178017065975403e-06
LMIC,goal1,goal3,10,3.7714381073384055e-07
LMIC,goal3,goal3,0,0.9164043271849277
LMIC,goal3,goal3,1,-0.023132044337336694
LMIC,goal3,goal3,2,-0.046308006403934746
LMIC,goal3,goal3,3,0.0037596642473573497
LMIC,goal3,goal3,4,0.0016073055486559382
LMIC,goal3,goal3,5,-0.0006364649635133465
LMIC,goal3,goal3,6,0.00011237837065424849
LMIC,goal3,goal3,7,1.7498238888102714e-05
LMIC,goal3,goal3,8,-1.724387048187167e-05
LMIC,goal3,goal3,9,4.29372860396375e-06
LMIC,goal3,goal3,10,7.432269608685285e-09
LMIC,goal4,goal3,0,0.0
LMIC,goal4,goal3,1,0.16046850302485655
LMIC,goal4,goal3,2,0.006927541819104308
LMIC,goal4,goal3,3,-0.009962805045524825
LMIC,goal4,goal3,4,0.0014769334551407124
LMIC,goal4,goal3,5,0.00015510674068839356
LMIC,goal4,goal3,6,-0.00018079572259762267
LMIC,goal4,goal3,7,6.26158144082955e-05
LMIC,goal4,goal3,8,-9.162701583271972e-06
LMIC,goal4,goal3,9,-7.246818858617541e-07
LMIC,goal4,goal3,10,2.5275489179939745e-07
LMIC,goal7,goal3,0,0.0
LMIC,goal7,goal3,1,0.03377300768802708
LMIC,goal7,goal3,2,0.020135028905933435
LMIC,goal7,goal3,3,-0.008765680822845462
LMIC,goal7,goal3,4,0.001236846129534015
LMIC,goal7,goal3,5,3.439405426385319e-05
LMIC,goal7,goal3,6,-9.745517824562215e-06
LMIC,goal7,goal3,7,-4.402767039837981e-05
LMIC,goal7,goal3,8,3.553479753613475e-05
LMIC,goal7,goal3,9,-1.656277755026564e-05
LMIC,goal7,goal3,10,6.07294035544743e-06
LMIC,goal8,goal3,0,0.0
LMIC,goal8,goal3,1,-0.051637575824949114
LMIC,goal8,goal3,2,-0.002911093434581619
LMIC,goal8,goal3,3,0.002125787415020165
LMIC,goal8,goal3,4,-8.645303270631017e-05
LMIC,goal8,goal3,5,0.00012981150588251987
LMIC,goal8,goal3,6,-0.0001252125426384133
LMIC,goal8,goal3,7,5.9781250139853535e-05
LMIC,goal8,goal3,8,-2.2443696906731476e-05
LMIC,goal8,goal3,9,8.047414066628486e-06
LMIC,goal8,goal3,10,-3.153121891979195e-06
LMIC,goal10,goal3,0,0.0
LMIC,goal10,goal3,1,-0.1263547404862131
LMIC,goal10,goal3,2,-0.014513439482021363
LMIC,goal10,goal3,3,0.00583915684343881
LMIC,goal10,goal3,4,0.0007988046354773063
LMIC,goal10,goal3,5,-0.0005151680775669243
LMIC,goal10,goal3,6,9.624592526500459e-05
LMIC,goal10,goal3,7,8.177023740068157e-06
LMIC,goal10,goal3,8,-1.2628988661996951e-05
LMIC,goal10,goal3,9,4.082407055725416e-06
LMIC,goal10,goal3,10,-4.2395501275848397e-07
LMIC,goal13,goal3,0,0.0
LMIC,goal13,goal3,1,-0.20496688728687446
LMIC,goal13,goal3,2,0.0021196889073244506
LMIC,goal13,goal3,3,0.0044466781716933955
LMIC,goal13,goal3,4,-0.0006461008376790157
LMIC,goal13,goal3,5,0.00034090885582066017
LMIC,goal13,goal3,6,-7.722468542533835e-05
LMIC,goal13,goal3,7,-6.150610333717806e-06
LMIC,goal13,goal3,8,4.476358414502966e-06
LMIC,goal13,goal3,9,6.988408896602692e-07
LMIC,goal13,goal3,10,-1.1724503772818363e-06
LMIC,goal16,goal3,0,0.0
LMIC,goal16,goal3,1,0.12219364368588488
LMIC,goal16,goal3,2,0.008852294986253778
LMIC,goal16,goal3,3,-0.005512114946896887
LMIC,goal16,goal3,4,7.077323590943707e-05
LMIC,goal16,goal3,5,0.00019087242533708
LMIC,goal16,goal3,6,-0.00012398164858356018
LMIC,goal16,goal3,7,6.073364579611212e-05
LMIC,goal16,goal3,8,-2.0901981861843046e-05
LMIC,goal16,goal3,9,6.517184379696195e-06
LMIC,goal16,goal3,10,-2.505363425383613e-06
LMIC,goal1,goal4,0,0.2793906645575058
LMIC,goal1,goal4,1,-0.6239508915699211
LMIC,goal1,goal4,2,0.033896008299169625
LMIC,goal1,goal4,3,0.027054769577874158
LMIC,goal1,goal4,4,-0.006076401403034352
LMIC,goal1,goal4,5,-0.0017842172562985165
LMIC,goal1,goal4,6,0.0016908372958526084
LMIC,goal1,goal4,7,-0.0006797006610660339
LMIC,goal1,goal4,8,0.0001932641434387711
LMIC,goal1,goal4,9,-5.4240470359178434e-05
LMIC,goal1,goal4,10,2.2278451070862684e-05
LMIC,goal3,goal4,0,-0.24656207648743883
LMIC,goal3,goal4,1,-0.5553734490297034
LMIC,goal3,goal4,2,0.09783158242000137
LMIC,goal3,goal4,3,0.00030756116469221557
LMIC,goal3,goal4,4,-0.008238303908436826
LMIC,goal3,goal4,5,0.0027753413270484987
LMIC,goal3,goal4,6,-0.00011632607490663733
LMIC,goal3,goal4,7,-0.00023843731578104908
LMIC,goal3,goal4,8,9.89653615276847e-05
LMIC,goal3,goal4,9,-1.7323629264894752e-05
LMIC,goal3,goal4,10,-3.567331867859171e-07
LMIC,goal4,goal4,0,2.271184937580358
LMIC,goal4,goal4,1,-0.08511123450046248
LMIC,goal4,goal4,2,-0.0745930117771463
LMIC,goal4,goal4,3,0.022385304430159157
LMIC,goal4,goal4,4,0.00017651076571969458
LMIC,goal4,goal4,5,-0.0033399383683102696
LMIC,goal4,goal4,6,0.00172033049488368
LMIC,goal4,goal4,7,-0.0005300088624067935
LMIC,goal4,goal4,8,0.0001360606573845204
LMIC,goal4,goal4,9,-4.648670007804306e-05
LMIC,goal4,goal4,10,2.358582618654775e-05
LMIC,goal7,goal4,0,0.0
LMIC,goal7,goal4,1,0.41377804752954894
LMIC,goal7,goal4,2,-0.2368744894385806
LMIC,goal7,goal4,3,0.07544162653202088
LMIC,goal7,goal4,4,-0.021593939822166723
LMIC,goal7,goal4,5,0.007494897687236017
LMIC,goal7,goal4,6,-0.003598323027128695
LMIC,goal7,goal4,7,0.0018208329680144133
LMIC,goal7,goal4,8,-0.0008365181329494441
LMIC,goal7,goal4,9,0.0003521357537047994
LMIC,goal7,goal4,10,-0.0001437851308345658
LMIC,goal8,goal4,0,0.0
LMIC,goal8,goal4,1,-0.26227613158074825
LMIC,goal8,goal4,2,0.09712092392000832
LMIC,goal8,goal4,3,-0.029184451243577828
LMIC,goal8,goal4,4,0.01307487673286441
LMIC,goal8,goal4,5,-0.006520053748970113
LMIC,goal8,goal4,6,0.00300697149434439
LMIC,goal8,goal4,7,-0.0012814888606638237
LMIC,goal8,goal4,8,0.0005263335484661664
LMIC,goal8,goal4,9,-0.00021782886908831446
LMIC,goal8,goal4,10,9.257070285646493e-05
LMIC,goal10,goal4,0,0.0
LMIC,goal10,goal4,1,-0.11029735968806328
LMIC,goal10,goal4,2,0.11594373889182465
LMIC,goal10,goal4,3,-0.00273857410512124
LMIC,goal10,goal4,4,-0.004333411004825766
LMIC,goal10,goal4,5,0.0018590485745899937
LMIC,goal10,goal4,6,-8.567665050729888e-05
LMIC,goal10,goal4,7,-0.00019753265415947796
LMIC,goal10,goal4,8,0.00010052261849975065
LMIC,goal10,goal4,9,-2.724662324042285e-05
LMIC,goal10,goal4,10,5.286596902968521e-06
LMIC,goal13,goal4,0,0.0
LMIC,goal13,goal4,1,0.20118957093725734
LMIC,goal13,goal4,2,0.02959541439302738
LMIC,goal13,goal4,3,-0.009077784756309337
LMIC,goal13,goal4,4,0.00971398001053534
LMIC,goal13,goal4,5,-0.0029926150745941756
LMIC,goal13,goal4,6,0.0006495103156858402
LMIC,goal13,goal4,7,-0.00017507286503067634
LMIC,goal13,goal4,8,9.448877157631115e-05
LMIC,goal13,goal4,9,-5.424887207173253e-05
LMIC,goal13,goal4,10,2.6242890555866163e-05
LMIC,goal16,goal4,0,0.0
LMIC,goal16,goal4,1,-0.2562174701048966
LMIC,goal16,goal4,2,0.002734123114817451
LMIC,goal16,goal4,3,-0.02354836862321838
LMIC,goal16,goal4,4,0.010173439968393129
LMIC,goal16,goal4,5,-0.0058187021407413095
LMIC,goal16,goal4,6,0.0027598769187459522
LMIC,goal16,goal4,7,-0.0011474026400161712
LMIC,goal16,goal4,8,0.000454123282804063
LMIC,goal16,goal4,9,-0.00018567493643264555
LMIC,goal16,goal4,10,7.94203803952099e-05
LMIC,goal1,goal7,0,0.012688075486030124
LMIC,goal1,goal7,1,-0.024055056667898728
LMIC,goal1,goal7,2,0.0009156778793923179
LMIC,goal1,goal7,3,0.00970153072007047
LMIC,goal1,goal7,4,-0.007271004970190452
LMIC,goal1,goal7,5,0.0034595531000187842
LMIC,goal1,goal7,6,-0.0012877581272456255
LMIC,goal1,goal7,7,0.0004386941568307487
LMIC,goal1,goal7,8,-0.00016605393227314124
LMIC,goal1,goal7,9,7.354215143318534e-05
LMIC,goal1,goal7,10,-3.408032030516694e-05
LMIC,goal3,goal7,0,-0.03356822100203694
LMIC,goal3,goal7,1,-0.03603406303913992
LMIC,goal3,goal7,2,0.015690342344808636
LMIC,goal3,goal7,3,-0.007791428430875578
LMIC,goal3,goal7,4,0.0014956702448103592
LMIC,goal3,goal7,5,0.00046955653714023977
LMIC,goal3,goal7,6,-0.00038499677840246154
LMIC,goal3,goal7,7,0.00012167520811623084
LMIC,goal3,goal7,8,-2.223037916401113e-05
LMIC,goal3,goal7,9,3.2683236558301106e-06
LMIC,goal3,goal7,10,-1.838083161966991e-06
LMIC,goal4,goal7,0,0.15382266331144076
